MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive,MSZoning_mean,Neighborhood_mean,OverallCond_mean,BsmtCond_mean,FireplaceQu_mean,Electrical_mean,ExterQual_Gd_dummy0,ExterQual_TA_dummy1,ExterQual_Ex_dummy2,ExterQual_Fa_dummy3,FullBath_2_dummy0,FullBath_1_dummy1,FullBath_3_dummy2,FullBath_0_dummy3,KitchenQual_Gd_dummy0,KitchenQual_TA_dummy1,KitchenQual_Ex_dummy2,KitchenQual_Fa_dummy3,PavedDrive_Y_dummy0,PavedDrive_N_dummy1,PavedDrive_P_dummy2
RL,7018,Pave,SawyerW,1979,5,TA,2228,2,720.0,,,SBrkr,64.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7018,Pave,SawyerW,1979,5,TA,1535,2,400.0,,,SBrkr,64.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7040,Pave,SawyerW,1979,5,TA,1229,0,672.0,TA,TA,SBrkr,64.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
RL,7007,Pave,SawyerW,1979,5,TA,1513,2,400.0,,,SBrkr,64.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,11855,Pave,SawyerW,2000,5,TA,2787,4,820.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
RL,7939,Pave,SawyerW,2000,5,TA,2787,4,820.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
RL,7976,Pave,SawyerW,2000,5,TA,2787,4,820.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
RL,10933,Pave,CollgCr,2009,5,Ex,1680,1,1138.0,TA,Gd,SBrkr,84.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
RL,10816,Pave,CollgCr,2008,5,Ex,1720,2,846.0,TA,Gd,SBrkr,65.0,Ex,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,9178,Pave,CollgCr,2008,5,Gd,1468,2,904.0,TA,Gd,SBrkr,71.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11422,Pave,CollgCr,2007,5,Gd,1838,2,524.0,TA,Gd,SBrkr,77.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,6762,Pave,CollgCr,2007,5,Gd,1290,2,662.0,TA,Gd,SBrkr,64.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10324,Pave,CollgCr,2008,5,Gd,1254,2,810.0,TA,,SBrkr,95.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11645,Pave,CollgCr,2005,5,Gd,1498,2,844.0,TA,Gd,SBrkr,78.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11646,Pave,CollgCr,2005,5,Gd,1422,2,440.0,TA,Gd,SBrkr,79.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,16698,Pave,ClearCr,1992,5,Gd,1759,2,525.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9757,Pave,CollgCr,1994,7,TA,990,1,440.0,TA,,SBrkr,65.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,14753,Pave,CollgCr,1998,5,TA,1463,2,539.0,TA,,SBrkr,65.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,8750,Pave,CollgCr,1998,5,TA,1772,2,492.0,TA,TA,SBrkr,70.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,10739,Pave,CollgCr,2002,5,Gd,1444,2,577.0,TA,,SBrkr,65.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11166,Pave,CollgCr,2001,5,Gd,1492,2,608.0,TA,TA,SBrkr,75.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,16269,Pave,CollgCr,1978,5,TA,907,1,343.0,TA,,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,6950,Pave,CollgCr,1979,7,TA,914,1,444.0,TA,,SBrkr,76.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11664,Pave,CollgCr,2002,5,Gd,1611,2,1231.0,TA,,SBrkr,90.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12334,Pave,CollgCr,2003,5,Gd,2184,2,570.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8749,Pave,CollgCr,2002,5,Gd,1725,2,550.0,TA,,SBrkr,70.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11250,Pave,CollgCr,2001,5,Gd,1870,2,608.0,TA,,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,15750,Pave,CollgCr,1999,5,Gd,1513,2,521.0,TA,TA,SBrkr,90.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12782,Pave,CollgCr,2002,5,Gd,1828,2,523.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8750,Pave,CollgCr,1997,5,Gd,1417,2,511.0,TA,TA,SBrkr,70.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10200,Pave,CollgCr,2007,5,Gd,1602,2,810.0,TA,Gd,SBrkr,85.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11069,Pave,CollgCr,2007,5,Gd,1396,2,440.0,TA,Gd,SBrkr,85.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10682,Pave,Edwards,1960,6,TA,1149,1,544.0,TA,,SBrkr,80.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,3675,Pave,Edwards,2005,5,TA,1072,1,525.0,TA,,SBrkr,35.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,6410,Pave,Edwards,1959,5,TA,876,1,320.0,TA,,FuseA,64.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11767,Pave,Edwards,1950,5,TA,1368,1,195.0,TA,,FuseA,70.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10926,Pave,Edwards,1959,5,TA,1678,2,0.0,TA,,SBrkr,65.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,11767,Pave,Edwards,1956,5,TA,1560,1,313.0,TA,TA,SBrkr,70.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,8212,Pave,Edwards,1941,6,TA,1298,1,256.0,TA,Gd,SBrkr,45.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RH,6300,Pave,SWISU,1938,4,TA,1268,1,250.0,Fa,Gd,SBrkr,70.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,5707,Pave,SWISU,1935,6,TA,1242,1,180.0,TA,Gd,FuseF,43.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,8574,Pave,Crawfor,1916,8,Gd,1232,1,440.0,TA,Gd,SBrkr,64.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,7155,Pave,Crawfor,1918,8,TA,1228,1,215.0,Fa,Gd,SBrkr,53.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,13680,Pave,Crawfor,1940,6,TA,1567,1,440.0,TA,TA,SBrkr,60.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,14680,Pave,Crawfor,1960,4,TA,1273,1,307.0,TA,,SBrkr,80.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,8145,Pave,Crawfor,1940,6,TA,2480,2,400.0,TA,Gd,SBrkr,,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9100,Pave,Crawfor,1954,6,TA,1112,1,390.0,TA,Gd,SBrkr,70.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,13339,Pave,Crawfor,1960,6,TA,1561,2,463.0,TA,Gd,SBrkr,90.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,15600,Pave,Crawfor,1949,7,TA,1523,2,295.0,TA,TA,SBrkr,78.0,Fa,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
RL,17500,Pave,Crawfor,1954,5,TA,1906,1,576.0,TA,Gd,SBrkr,100.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1733,Pave,Blueste,1980,6,TA,1032,1,452.0,TA,TA,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1488,Pave,Blueste,1980,6,TA,1229,1,462.0,TA,TA,SBrkr,24.0,Gd,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RM,1612,Pave,Blueste,1980,6,TA,1229,1,462.0,TA,TA,SBrkr,24.0,TA,Y,191004.9947871416,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,13607,Pave,Crawfor,1986,6,TA,1982,2,501.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,17597,Pave,Crawfor,1971,9,Gd,2365,2,551.0,TA,Gd,SBrkr,,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RM,8660,Pave,IDOTRR,1900,6,TA,2168,2,576.0,TA,,SBrkr,50.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
C (all),10200,Pave,IDOTRR,1925,6,TA,572,1,200.0,TA,,FuseP,60.0,TA,N,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
RM,3843,Pave,Crawfor,2007,5,Ex,1648,2,482.0,TA,Gd,SBrkr,44.0,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
,21780,Grvl,IDOTRR,1910,4,Fa,810,1,280.0,,,FuseA,109.0,TA,N,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
RL,10125,Pave,Mitchel,2000,5,Gd,2052,2,642.0,TA,TA,SBrkr,75.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9750,Pave,Mitchel,1977,6,TA,926,1,351.0,TA,TA,SBrkr,75.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9360,Pave,Mitchel,1977,7,TA,1287,1,541.0,TA,Fa,SBrkr,72.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11070,Pave,Mitchel,1991,5,TA,1595,2,672.0,TA,,SBrkr,82.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,13438,Pave,Timber,2008,5,Ex,2036,2,780.0,TA,Ex,SBrkr,113.0,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,14463,Pave,Timber,2008,5,Ex,1641,2,885.0,TA,,SBrkr,79.0,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,9839,Pave,Timber,1980,8,TA,2237,2,440.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,14419,Pave,Timber,1987,5,TA,1479,2,578.0,TA,Fa,SBrkr,125.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9157,Pave,Timber,2003,5,Gd,2014,2,486.0,TA,,SBrkr,75.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12633,Pave,Timber,2007,5,Ex,1978,2,920.0,TA,Gd,SBrkr,85.0,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,12518,Pave,Mitchel,1968,7,TA,1008,1,384.0,TA,,SBrkr,75.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,13383,Pave,Mitchel,1969,5,TA,1404,2,504.0,TA,Po,SBrkr,83.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7689,Pave,Mitchel,1972,8,TA,796,1,336.0,TA,,SBrkr,50.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7706,Pave,Mitchel,1993,5,TA,1091,1,429.0,TA,,SBrkr,62.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7669,Pave,Mitchel,1992,6,TA,883,1,698.0,TA,Fa,SBrkr,70.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10429,Pave,Mitchel,1992,5,TA,1287,1,440.0,TA,,SBrkr,62.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10457,Pave,Mitchel,1969,7,Gd,1632,1,898.0,TA,TA,SBrkr,70.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,8702,Pave,Gilbert,1997,5,TA,1604,2,470.0,TA,TA,SBrkr,72.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,8139,Pave,Gilbert,1995,5,TA,1470,2,420.0,TA,TA,SBrkr,65.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9535,Pave,Gilbert,1998,5,TA,1604,2,472.0,TA,,SBrkr,59.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,15038,Pave,Gilbert,1996,5,TA,1636,2,386.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,14137,Pave,Gilbert,1996,5,Gd,1384,2,404.0,TA,,SBrkr,53.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,6264,Pave,StoneBr,1997,5,Gd,1682,1,528.0,TA,TA,SBrkr,45.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,5070,Pave,StoneBr,1992,5,Gd,1280,2,506.0,TA,,SBrkr,39.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11184,Pave,Gilbert,1998,5,TA,1633,2,460.0,TA,TA,SBrkr,73.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,14067,Pave,Gilbert,1991,5,TA,1709,2,416.0,TA,,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,5950,Pave,StoneBr,1989,5,Gd,1337,2,462.0,TA,TA,SBrkr,65.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,13543,Pave,StoneBr,2005,5,Gd,2500,3,683.0,TA,Gd,SBrkr,101.0,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
RL,15401,Pave,StoneBr,2004,5,Ex,1884,2,670.0,TA,Gd,SBrkr,53.0,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,31220,Pave,Gilbert,1952,2,TA,1474,1,495.0,TA,Gd,FuseA,,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,8118,Pave,StoneBr,2007,5,Ex,1710,2,557.0,TA,Gd,SBrkr,60.0,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,47280,Pave,Gilbert,1950,5,TA,1488,2,738.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,12680,Pave,NWAmes,1988,6,Gd,1688,2,528.0,Gd,Ex,SBrkr,63.0,Ex,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,10825,Pave,NWAmes,1983,7,Gd,1260,2,598.0,TA,,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,18559,Pave,NWAmes,1978,5,Gd,2064,2,550.0,TA,Fa,SBrkr,56.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,14450,Pave,NWAmes,1979,5,Gd,1782,2,551.0,Fa,TA,SBrkr,85.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,13068,Pave,NWAmes,1976,5,TA,1211,2,461.0,TA,Po,SBrkr,90.0,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10400,Pave,NWAmes,1980,6,TA,2044,2,489.0,TA,TA,SBrkr,80.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9743,Pave,NWAmes,1969,6,TA,1308,1,484.0,Fa,,SBrkr,75.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,12511,Pave,NWAmes,1978,7,Gd,2840,2,1314.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10400,Pave,NWAmes,1976,5,TA,1444,2,473.0,TA,Gd,SBrkr,80.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,14311,Pave,NWAmes,1996,5,Gd,2340,2,787.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9000,Pave,NAmes,1974,5,TA,1792,2,480.0,TA,,SBrkr,60.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,10295,Pave,NAmes,1969,6,TA,936,1,288.0,TA,,SBrkr,68.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7560,Pave,NAmes,1971,5,TA,864,1,576.0,TA,,SBrkr,63.0,TA,Y,191004.9947871416,192854.5063291139,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
